가격,거래 유형,건축물 용도,공급/전용면적,관리비,관리비부과기준,기보증금/월세,난방(방식/연료),매물번호,매물특징,방수/욕실수,방향,융자금,이미지 URL,입주가능일,제목,주소,총주차대수,해당면적 세대수,해당층/총층,현관구조
"9억 5,000",전세,공동주택,155.59㎡/130.89㎡(전용률84%),46만원,-,-,중앙난방/도시가스,2458480110,내부깔끔 방4화2 우면산에 둘러싸인 숲세권 아파트 입주협의,4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_34/hscp_img_13328359056764Svoj_JPEG/GW70765_1332835904341.jpg,즉시입주 협의가능,대림 102동,서울시 서초구 우면동 57,653대(세대당 1.58대),412세대,1/15층,-
5억/200,월세,공동주택,155.59㎡/130.89㎡(전용률84%),47만원,-,-,중앙난방/도시가스,2458481517,방4화2 숲세권 아파트 주차굿 입주협의 내부깔끔,4/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_34/hscp_img_13328359056764Svoj_JPEG/GW70765_1332835904341.jpg,즉시입주 협의가능,대림 102동,서울시 서초구 우면동 57,653대(세대당 1.58대),412세대,1/15층,-
10억,전세,공동주택,155.59㎡/130.89㎡(전용률84%),35만원,-,-,중앙난방/도시가스,2458503484,올수리 로얄층 거실에서 사방이 우면산 조망권,4/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_34/hscp_img_13328359056764Svoj_JPEG/GW70765_1332835904341.jpg,2024년 12월 10일 협의가능,대림 102동,서울시 서초구 우면동 57,653대(세대당 1.58대),412세대,13/15층,-
19억,전세,공동주택,155.59㎡/130.89㎡(전용률84%),47만원,-,-/-,중앙난방/도시가스,2458475670,우면산 숲세권 대형평수 방4화2 올수리 입주가능,4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_34/hscp_img_13328359056764Svoj_JPEG/GW70765_1332835904341.jpg,즉시입주 협의가능,대림 102동,서울시 서초구 우면동 57,653대(세대당 1.58대),412세대,15/15층,-
"17억 8,000",매매,공동주택,155.59㎡/130.89㎡(전용률84%),35만원,-,-/-,중앙난방/도시가스,2458543060,강남의 전원마을 우면산아래 전망좋은집 주차좋아요,4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_34/hscp_img_13328359056764Svoj_JPEG/GW70765_1332835904341.jpg,즉시입주,대림 103동,서울시 서초구 우면동 57,653대(세대당 1.58대),412세대,14/15층,-
5억/200,월세,공동주택,155.59㎡/130.89㎡(전용률84%),35만원,-,-,중앙난방/도시가스,2458243269,전용률좋은판상형구조 올수리완벽 입주일협의 4룸 화2,4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_34/hscp_img_13328359056764Svoj_JPEG/GW70765_1332835904341.jpg,즉시입주 협의가능,대림 102동,서울시 서초구 우면동 57,653대(세대당 1.58대),412세대,1/15층,계단식
"10억 5,000",전세,공동주택,155.59㎡/130.89㎡(전용률84%),45만원,-,-,중앙난방/도시가스,2458253775,전용률좋은판상형구조  올수리최상 4룸 화2  입주일협의,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_34/hscp_img_13328359056764Svoj_JPEG/GW70765_1332835904341.jpg,즉시입주 협의가능,대림 106동,서울시 서초구 우면동 57,653대(세대당 1.58대),412세대,14/14층,계단식
"17억 7,000",매매,공동주택,155.59㎡/130.89㎡(전용률84%),35만원,-,-/-,중앙난방/도시가스,2458252383,확트인 조망  올수리 확장 매매가 협의 4룸 화2 판상형구조,4/2개,남동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_34/hscp_img_13328359056764Svoj_JPEG/GW70765_1332835904341.jpg,2025년 2월 5일 협의가능,대림 106동,서울시 서초구 우면동 57,653대(세대당 1.58대),412세대,14/14층,계단식
"17억 9,000",매매,공동주택,155.59㎡/130.89㎡(전용률84%),35만원,-,-/-,중앙난방/도시가스,2458242367,로얄동 로얄층 탁트인 조망권  우면산아래 숲세권,4/2개,남동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_34/hscp_img_13328359056764Svoj_JPEG/GW70765_1332835904341.jpg,즉시입주 협의가능,대림 106동,서울시 서초구 우면동 57,653대(세대당 1.58대),412세대,11/14층,-
"17억 8,000",매매,공동주택,155.59㎡/130.89㎡(전용률84%),47만원,-,-/-,중앙난방/도시가스,2458228317,방4화2 우면산 숲세권 전망좋은집 입주가능,4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_34/hscp_img_13328359056764Svoj_JPEG/GW70765_1332835904341.jpg,즉시입주,대림 103동,서울시 서초구 우면동 57,653대(세대당 1.58대),412세대,14/15층,-
"17억 7,000",매매,공동주택,155.59㎡/130.89㎡(전용률84%),45만원,-,"10억5,000/-",중앙난방/도시가스,2458239407,전용률좋은판상형구조 방4 화2  올수리 조망좋은집,4/2개,남동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_34/hscp_img_13328359056764Svoj_JPEG/GW70765_1332835904341.jpg,2024년 12월 26일 협의가능,대림 106동,서울시 서초구 우면동 57,653대(세대당 1.58대),412세대,14/14층,계단식
5억/200,월세,공동주택,155.59㎡/130.89㎡(전용률84%),45만원,-,-,중앙난방/도시가스,2458255067,전용률좋은판상형구조  올수리최상 4룸 화2  입주일협의,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_34/hscp_img_13328359056764Svoj_JPEG/GW70765_1332835904341.jpg,즉시입주 협의가능,대림 102동,서울시 서초구 우면동 57,653대(세대당 1.58대),412세대,1/15층,계단식
"10억 5,000",전세,공동주택,155.59㎡/130.89㎡(전용률84%),45만원,-,-,중앙난방/도시가스,2458242495,전용률좋은판상형구조 방4 화2  올수리 조망좋은집,4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_34/hscp_img_13328359056764Svoj_JPEG/GW70765_1332835904341.jpg,2024년 12월 26일 협의가능,대림 106동,서울시 서초구 우면동 57,653대(세대당 1.58대),412세대,14/14층,계단식
"10억 5,000",전세,공동주택,155.59㎡/130.89㎡(전용률84%),35만원,-,-,중앙난방/도시가스,2458103403,남향 올수리 탁트인조망권 층간소음걱정끝 주차좋아요,4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_34/hscp_img_13328359056764Svoj_JPEG/GW70765_1332835904341.jpg,즉시입주 협의가능,대림 106동,서울시 서초구 우면동 57,653대(세대당 1.58대),412세대,14/14층,-
"17억 8,000",매매,공동주택,155.59㎡/130.89㎡(전용률84%),47만원,-,-/-,중앙난방/도시가스,2458036922,우면산 숲세권 대형평수 방4화2 거실전망좋음 입주가능,4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_34/hscp_img_13328359056764Svoj_JPEG/GW70765_1332835904341.jpg,즉시입주 협의가능,대림 103동,서울시 서초구 우면동 57,653대(세대당 1.58대),412세대,14/15층,-
"11억 5,000",매매,공동주택,100.99㎡/83.77㎡(전용률83%),10만원,정액관리비,4억/40만원,개별난방/도시가스,2453337228,방3화2 거실 아파트 지분많은 매매,3/2개,남서향(거실 기준),없음,,2025년 3월 1일 협의가능,시그마 1동,서울시 서초구 양재동 302,19대(세대당 1.18대),5세대,고/6층,계단식
"11억 5,000",매매,공동주택,100.99㎡/83.77㎡(전용률83%),10만원,정액관리비,4억/40만원,개별난방/도시가스,2454134846,주차 좋은 방3 화2 넓은 아파트 매매,3/2개,남서향(거실 기준),-,,2025년 2월 28일 협의가능,시그마 1동,서울시 서초구 양재동 302,19대(세대당 1.1대),5세대,5/6층,계단식
"11억 5,000",매매,공동주택,100.99㎡/83.77㎡(전용률83%),확인 어려움도움말,-,-/-,개별난방/도시가스,2453938528,아파트매매 방3 화2 넓은거실 베란다 승강기있음 지상 지하 주차좋음,3/2개,남서향(거실 기준),-,,2025년 2월 20일 협의가능,시그마 1동,서울시 서초구 양재동 302,19대(세대당 1.18대),5세대,5/6층,복도식
"11억 5,000",매매,공동주택,73.06㎡/52.47㎡(전용률72%),12만원,-,-/-,개별난방/도시가스,2458698504,지분많은저층 올수리 추진위구성중 로얄동,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,2025년 4월 27일 협의가능,코오롱 106동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,2/6층,복도식
12억,매매,-,73.06㎡/52.47㎡(전용률72%),14만원,-,-/-,개별난방/도시가스,2458693120,입주가능 전망 끝내주는 로얄층 지분많은 아파트,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,즉시입주 협의가능,코오롱 101동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,5/6층,복도식
"11억 5,000",매매,공동주택,73.06㎡/52.47㎡(전용률72%),15만원,-,-/-,개별난방/도시가스,2458647627,"급매 2025년 4월이후입주 지분많고 양재역,시민의숲 도보거리",2/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,2025년 4월 17일 협의가능,코오롱 106동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,2/6층,복도식
"11억 5,000",매매,-,73.06㎡/52.47㎡(전용률72%),12만원,-,-/-,개별난방/도시가스,2458478856,조용한 로얄동 예쁜단지 지분많은 저층아파트 지하주차굿 세안고매입,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,즉시입주 협의가능,코오롱 106동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,2/6층,-
"11억 5,000",매매,-,73.06㎡/52.47㎡(전용률72%),12만원,-,-/-,개별난방/도시가스,2458227349,남향 착한금액 고지분 저층아파트 지하주차완벽 세안고 매입,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,즉시입주 협의가능,코오롱 106동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,2/6층,-
"11억 5,000",매매,-,73.06㎡/52.47㎡(전용률72%),12만원,-,-/-,개별난방/도시가스,2458254225,착한금액 지분많은 저층아파트 세안고 투자하실분 추천드립니다,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,2025년 4월 24일 협의가능,코오롱 106동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,2/6층,-
"11억 5,000",매매,-,73.06㎡/52.47㎡(전용률72%),11만원,-,"5,000/140만원",개별난방/도시가스,2458320361,대기업인근 숲세권 지분많은투자물 입주협의 올수리 가결절충유,2/1개,남동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,2025년 2월 1일 협의가능,코오롱 106동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,2/6층,복도식
11억,매매,-,73.06㎡/52.47㎡(전용률72%),12만원,-,-/-,개별난방/도시가스,2458320088,조망좋은숲세권아파트  지분많은저층아파트 올수리,2/1개,남동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,2025년 5월 1일 협의가능,코오롱 106동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,5/6층,복도식
12억,매매,-,73.06㎡/52.47㎡(전용률72%),12만원,-,-/-,개별난방/도시가스,2458255120,멀리청계산까지 탁트인조망권 햇살잘들고 밝은집 입주가능,2/1개,남동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,즉시입주 협의가능,코오롱 101동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,5/6층,-
12억,매매,-,73.06㎡/52.47㎡(전용률72%),12만원,-,-/-,개별난방/도시가스,2458034979,거실에서 탁 트인 전망 고지분 저층아파트 지하주차편리 내부깔끔 입주가능,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,즉시입주 협의가능,코오롱 101동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,5/6층,-
12억,매매,공동주택,73.06㎡/52.47㎡(전용률72%),11만원,-,-/-,개별난방/도시가스,2457845306,탁트인전망 입주가능 상태깨끗 주차걱정무 지분많은저층,2/1개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,2024년 11월 20일 협의가능,코오롱 101동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,5/6층,복도식
"11억 7,000",매매,-,73.06㎡/52.47㎡(전용률72%),12만원,-,-/-,개별난방/도시가스,2458255703,지분많은 저층아파트 세안고 투자하실분 추천드립니다,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,즉시입주 협의가능,코오롱 105동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,중/6층,-
"11억 5,000",매매,-,73.06㎡/52.47㎡(전용률72%),12만원,-,-/-,개별난방/도시가스,2458227181,로얄동 로얄층 엘베유 조용하고 쾌적한 주거환경 지하주차완벽 세안고매입,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,즉시입주 협의가능,코오롱 105동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,중/6층,-
5억,전세,공동주택,73.06㎡/52.47㎡(전용률72%),15만원,-,-,개별난방/도시가스,2457849954,상태깨끗 앞전망굿 주차걱정없는단지,2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,2025년 2월 3일,코오롱 101동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,고/6층,복도식
"11억 6,000",매매,공동주택,73.06㎡/52.47㎡(전용률72%),15만원,-,-/-,개별난방/도시가스,2457844968,입주가능  로얄층로얄라인 주차걱정무,2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,즉시입주 협의가능,코오롱 103동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,중/6층,복도식
12억,매매,공동주택,73.06㎡/52.47㎡(전용률72%),13만원,정액관리비,"4억5,000/-",개별난방/도시가스,2458250757,조용한 로얄동 로얄층으로 전세안고 투자,2/1개,남동향(안방 기준),-,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,2025년 10월 초순 협의가능,코오롱 104동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,4/6층,복도식
5억,전세,공동주택,73.06㎡/52.47㎡(전용률72%),12만원,-,-,개별난방/도시가스,2458252438,남향 로얄층 숲세권  쾌적한 주거환경,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,즉시입주 협의가능,코오롱 105동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,5/6층,복도식
"11억 7,000",매매,-,73.06㎡/52.47㎡(전용률72%),12만원,-,-/-,개별난방/도시가스,2457350980,로얄동 로얄층 지분많은 저층아파트 세안고 투자 엘베유 지하주차굿,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,즉시입주 협의가능,코오롱 105동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,중/6층,-
11억,매매,-,73.06㎡/52.47㎡(전용률72%),12만원,-,-/-,개별난방/도시가스,2456117530,로얄동 로얄층 지분많은 저층아파트  주차좋아요,2/1개,남동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,즉시입주 협의가능,코오롱 106동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,5/6층,-
"5,000/180",월세,공동주택,73.06㎡/52.47㎡(전용률72%),15만원,-,-,개별난방/도시가스,2455977648,올수리 전망굿 주차완벽 빠른입주가능,2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_265/hscp_img_1332835956592XDYiC_JPEG/GW70765_1332835954821.jpg,즉시입주,코오롱 101동,서울시 서초구 우면동 70,308대(세대당 1.02대),300세대,4/6층,복도식
11억,매매,공동주택,94.25㎡/83.42㎡(전용률89%),10만원,-,-/-,개별난방/도시가스,2458188590,양재동 조용함 집주인거주 즉시 입주가능 조건협의가능,3/2개,남향(거실 기준),-,,즉시입주 협의가능,양재테크노 1동,서울시 서초구 양재동 286-6,22대(세대당 1.15대),2세대,3/5층,계단식
12억,매매,공동주택,93.48㎡/82.74㎡(전용률89%),10만원,정액관리비,-/-,개별난방/도시가스,2458617135,조용한 주택가 엘베있고 주차 좋은 3룸 매매,3/2개,남동향(거실 기준),-,,2024년 12월 30일 협의가능,양재테크노 1동,서울시 서초구 양재동 286-6,22대(세대당 1.1대),3세대,중/5층,-
11억,매매,공동주택,94.25㎡/83.42㎡(전용률89%),10만원,정액관리비,7억/-,개별난방/도시가스,2456991310,"아파트 3룸, 전세끼고 매매",3/2개,동향(거실 기준),-,,2025년 7월 10일 협의가능,양재테크노 1동,서울시 서초구 양재동 286-6,22대(세대당 1.1대),2세대,3/5층,계단식
"6억 5,000",전세,공동주택,90.36㎡/79.97㎡(전용률89%),10만원,정액관리비,-,개별난방/도시가스,2456321176,25 우리동네 엘베있는 넓은 평수 3룸 2욕실  1월입주,3/2개,남서향(안방 기준),-,,2025년 1월 30일 협의가능,양재테크노 1동,서울시 서초구 양재동 286-6,22대(세대당 1대),1세대,5/5층,복합식
"6억 5,000",전세,공동주택,90.36㎡/79.97㎡(전용률89%),10만원,정액관리비,-,개별난방/도시가스,2456163211,3룸2욕실베란다구조 엘리베이터 세대당주차1대보장 전세대출가,3/2개,서향(거실 기준),-,,2025년 01월 하순 협의가능,양재테크노 1동,서울시 서초구 양재동 286-6,22대(세대당 1대),1세대,5/5층,계단식
"6억 5,000",전세,공동주택,90.36㎡/79.97㎡(전용률89%),10만원,정액관리비,-,개별난방/도시가스,2455864584,고급아파트로 위치가 좋으며 주차가 편리해요,3/2개,서향(거실 기준),-,,2025년 01월 하순 협의가능,양재테크노 1동,서울시 서초구 양재동 286-6,22대(세대당 1.15대),1세대,고/5층,계단식
"6억 5,000",전세,공동주택,90.36㎡/79.97㎡(전용률89%),13만원,정액관리비,-,개별난방/도시가스,2456317490,위치좋은 3룸 전세매물 장기거주가능합니다 내부 부분수리되어컨디션 깔끔,3/2개,서향(거실 기준),-,,즉시입주,양재테크노 1동,서울시 서초구 양재동 286-6,22대(세대당 1.15대),1세대,고/5층,복합식
20억,매매,공동주택,156.65㎡/146.56㎡(전용률94%),10만원,정액관리비,-/-,개별난방/도시가스,2456534403,가칭 1구역의 넓은 아파트 입니다,5/2개,남서향(거실 기준),"10억6,000만원",,2024년 11월 중순 협의가능,현대 1동,서울시 서초구 양재동 370,21대(세대당 1.1대),12세대,고/7층,계단식
20억,매매,공동주택,156.65㎡/146.56㎡(전용률94%),30만원,정액관리비,-/-,개별난방/도시가스,2454493420,모아타운1구역.밝고 확트인 남향.  경비원상주.입주협의,4/2개,남향(거실 기준),-,,2024년 11월 28일 협의가능,현대 1동,서울시 서초구 양재동 370,1대(세대당 1대),12세대,5/7층,복합식
"3억 4,300",전세,공동주택,39.97㎡/33.35㎡(전용률83%),20만원,-,-,개별난방/도시가스,2455998921,개포동 신축급 포이사거리 넓은 투룸,2/1개,남동향(거실 기준),-,,즉시입주 협의가능,그루(주상복합) 1동,서울시 강남구 개포동 1229-6,21대(세대당 1.05대),8세대,7/8층,계단식
"3억 4,300",전세,공동주택,39.97㎡/33.35㎡(전용률83%),20만원,-,-,개별난방/도시가스,2454627823,신축급 관리가 잘된 대단지 오피스텔 철저한 포룸,2/1개,남동향(거실 기준),-,,2025년 1월 27일 협의가능,그루(주상복합) 1동,서울시 강남구 개포동 1229-6,21대(세대당 1대),8세대,7/8층,계단식
15억,매매,공동주택,102.54㎡/84.69㎡(전용률83%),25만원,-,-/-,개별난방/도시가스,2458701907,우면산조망 채광굿 깔끔한 집입니다,3/2개,서향(거실 기준),시세 대비 30% 미만,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주 협의가능,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,7/14층,계단식
"7억 5,000",전세,공동주택,102.54㎡/84.69㎡(전용률83%),25만원,-,-,개별난방/도시가스,2458698244,입주협의 가능한 올수리 깔끔한 집입니다,3/2개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주 협의가능,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,4/14층,계단식
"6억 5,000",전세,공동주택,102.54㎡/84.69㎡(전용률83%),25만원,-,-,개별난방/도시가스,2458621136,신혼부부 거주중으로 깔끔하고 거실앞뒤 채광 좋은 로얄층 산뷰,3/2개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,11/14층,-
15억,매매,공동주택,102.54㎡/84.69㎡(전용률83%),26만원,-,-/-,개별난방/도시가스,2458309309,앞뒤숲전망  확장수리 조용하고 개별난방 주차장있슴 입주가능,3/2개,서향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주 협의가능,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,2/14층,계단식
"6억 5,000",전세,공동주택,102.54㎡/84.69㎡(전용률83%),29만원,-,-,개별난방/도시가스,2458303840,깔끔하게 수리해드려요 채광 좋은 거실앞 우면산뷰,3/2개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주 협의가능,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,11/14층,계단식
"6억 5,000",전세,공동주택,102.54㎡/84.69㎡(전용률83%),25만원,정액관리비,-,개별난방/도시가스,2458141712,넓은거실 깔끔하게 수리됨 입주협의 산뷰 가능 지하주차 개별난방입니다,3/2개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주 협의가능,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,5/14층,계단식
